,Artist,Title,Location,Date,Signed,Sold,Selling Price,Estimate,Category,Auction Name,Image
953,ANTONIO DE BELLIS | Saint Catherine of Alexandria | 安東尼奧・德・貝利斯 |《亞歷山大的聖加大肋納》,,London,2019,True,True,"100,000 GBP","80,000 - 120,000 GBP",Old Masters,Old Masters Evening Sale | 西洋古典油畫晚拍,https://sothebys-md.brightspotcdn.com/dims4/default/ae33de8/2147483647/strip/true/crop/1576x2000+0+0/resize/2048x2599!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F44%2F81%2Fa317ffbe4e368d78217f33632a71%2F103l19036-bdhgs.jpg
954,"SIR EDWIN HENRY LANDSEER, R.A. | A Highland ghillie with two deerhounds and a terrier | 艾德文・亨利・蘭希爾爵士，R.A. | 《蘇格蘭高地上的侍從與兩隻獵鹿犬和㹴犬》",,London,2019,False,False,N/A,"100,000 - 150,000 GBP",Old Masters,Old Masters Evening Sale | 西洋古典油畫晚拍,https://sothebys-md.brightspotcdn.com/dims4/default/2f62293/2147483647/strip/true/crop/1516x2000+0+0/resize/2048x2702!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F80%2F4a%2Fe176fe7349a483d68bb3a5743b60%2F066l19036-5lfzz.jpg
955,FRANCISCO DE ZURBARÁN | Christ on the Cross | 弗朗西斯科・德・蘇巴蘭 | 《十字架上的基督》,,London,2019,True,False,N/A,"2,500,000 - 3,500,000 GBP",Old Masters,Old Masters Evening Sale | 西洋古典油畫晚拍,https://sothebys-md.brightspotcdn.com/dims4/default/50d926d/2147483647/strip/true/crop/1924x2711+0+0/resize/2048x2886!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F12%2F40%2F5403655545bfaf3187ee940044d7%2F065l19036-b89mn-digihr.jpg
956,STUDIO OF SIR PETER PAUL RUBENS | Diana and her nymphs hunting | 彼得・保羅・魯本斯爵士畫室 | 《狩獵中的女神黛安娜與仙女》,,London,2019,True,True,"1,695,000 GBP","300,000 - 500,000 GBP",Old Masters,Old Masters Evening Sale | 西洋古典油畫晚拍,https://sothebys-md.brightspotcdn.com/dims4/default/f0c5146/2147483647/strip/true/crop/2000x931+0+0/resize/2048x953!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2Fd7%2Faf%2F44313fda4b049f71b6741560eee6%2F067l19036-939lq-b.jpg
957,"SIR EDWIN HENRY LANDSEER, R.A. | Study of a Scotch Collie (recto); Study of William Russell with a falcon and a hound (verso) | 艾德文・亨利・蘭希爾爵士，R.A. | 《蘇格蘭牧羊犬（習作）》（正面）；《威廉・羅素與獵鷹和狗（習作）》（背面）",,London,2019,False,True,"187,500 GBP","150,000 - 200,000 GBP",Old Masters,Old Masters Evening Sale | 西洋古典油畫晚拍,https://sothebys-md.brightspotcdn.com/dims4/default/8dbb97b/2147483647/strip/true/crop/2000x1591+0+0/resize/2048x1629!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2Fbe%2F5f%2Fd3eec1d648ad84cf630983f1ac7a%2F069l19036-5lg22.jpg
958,AFTER GUIDO RENI | SAINT MARY MAGDALENE,,London,2019,False,True,"9,375 GBP","3,000 - 5,000 GBP",Old Masters,STONE: Marble and Hardstones,https://sothebys-md.brightspotcdn.com/dims4/default/333f143/2147483647/strip/true/crop/2000x1975+0+0/resize/2048x2022!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2Fbd%2F70%2F629d13314f479472c44e7735535e%2F080l19317-bdw6q-1.jpg
959,"ARTHUR DEVIS | PORTRAIT OF A GENTLEMAN, POSSIBLY THE REVEREND WILLIAM OF DIGBY, OF LANDENSTOWN, COUNTRY KILDARE, FULL-LENGTH, SEATED BENEATH A TREE, A GUN AND PHEASANT BY HIS SIDE",,London,2019,False,False,N/A,,Old Masters,STYLE: Private Collections,https://sothebys-md.brightspotcdn.com/dims4/default/3268b82/2147483647/strip/true/crop/1721x2000+0+0/resize/2048x2380!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2Fce%2Fe3%2F714adec1460786b5fd855601d172%2F118l19305-8q9n6-1-in-frame.jpg
960,"EDWARD ALCOCK | PORTRAIT OF WALTER KING (D. 1792) OF NAISH HOUSE, SOMERSET; PORTRAIT OF HIS WIFE MRS KING, WITH A WHIPPET (D. 1787)",,London,2019,False,True,"5,000 GBP",,Old Masters,STYLE: Private Collections,https://sothebys-md.brightspotcdn.com/dims4/default/cf865b3/2147483647/strip/true/crop/1480x2000+0+0/resize/2048x2768!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F8f%2F3e%2F95a7f1d143d4ae69ee253027ed35%2F001l19305-8q8pt-1-in-frame.jpg
961,"FRANCESCO ZUCCARELLI, R.A. | DIANA AND CALLISTO, WITH NYMPHS RESTING FROM THE HUNT",,London,2019,False,True,"15,000 GBP",,Old Masters,STYLE: Private Collections,https://sothebys-md.brightspotcdn.com/dims4/default/cd6eadb/2147483647/strip/true/crop/1702x2000+0+0/resize/2048x2407!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F9c%2F57%2Fab8decc64f05bdcb49d34f3db05e%2F225l19305-8q8sq-frame.jpg
962,MANNER OF WILLIAM JONES OF BATH | STILL LIFE WITH MIXED FRUIT IN A BASKET AND A BULLFINCH; AND STILL LIFE WITH MIXED FRUIT AND A RED SQUIRREL ON A STONE LEDGE,,London,2019,False,True,"1,875 GBP",,Old Masters,STYLE: Private Collections,https://sothebys-md.brightspotcdn.com/dims4/default/27f38c9/2147483647/strip/true/crop/1310x2000+0+0/resize/2048x3127!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F49%2Fea%2F2baa7fef4156971d407800ef0122%2Fl19305-56-web.jpg
963,"ENGLISH SCHOOL, 18TH CENTURY | A SPORTING STILL LIFE WITH A GREYHOUND SURROUNDED BY GAME IN A LANDSCAPE",,London,2019,False,True,"2,500 GBP",,Old Masters,STYLE: Private Collections,https://sothebys-md.brightspotcdn.com/dims4/default/9b3b746/2147483647/strip/true/crop/2000x1953+0+0/resize/2048x2000!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2Fbf%2Fc5%2F734a31c842b3a8ac2c44bc6cff07%2F135l19305-b6lyr.jpg
964,"FOLLOWER OF JEAN-BAPTISTE SANTERRE | PORTRAIT OF A LADY, THREE-QUARTER-LENGTH, IN A RED DRESS WITH A BLUE WRAP, HOLDING AN ORANGE BLOSSOM, AN ORANGE TREE IN THE LANDSCAPE BEYOND",,London,2019,False,True,"3,250 GBP",,Old Masters,STYLE: Private Collections,https://sothebys-md.brightspotcdn.com/dims4/default/35e1db5/2147483647/strip/true/crop/1579x2000+0+0/resize/2048x2594!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F0e%2F12%2F84edfe944383a84b155da20d96fd%2F134l19305-b6lym.jpg
965,"AFTER JOHN HOPPNER | PORTRAIT OF HORATIO, 1ST VISCOUNT NELSON (1758–1805), FULL-LENGTH",,London,2019,False,True,"13,750 GBP",,Old Masters,STYLE: Private Collections,https://sothebys-md.brightspotcdn.com/dims4/default/7981c46/2147483647/strip/true/crop/1361x2000+0+0/resize/2048x3010!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F86%2Fb6%2Fd71517514b52a97ecd38e840b00a%2F133l19305-b6lyn.jpg
966,"BIAGIO REBECCA | A GROUP PORTRAIT OF THOMAS BANKES WITH HIS WIFE AND SON, ALL FULL-LENGTH",,London,2019,False,False,N/A,,Old Masters,STYLE: Private Collections,https://sothebys-md.brightspotcdn.com/dims4/default/c54f9a5/2147483647/strip/true/crop/1731x2000+0+0/resize/2048x2366!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F93%2F1e%2F081de0e74ddd93fb60f1417f8e9d%2F068l19305-8q9md-1-in-frame.jpg
967,"AMBROSIUS BOSSCHAERT THE YOUNGER | STILL LIFE WITH PINK AND WHITE ROSES IN A GLASS VASE, A POMEGRANATE ON A PEWTER PLATE, WITH CHERRIES, WHITE CURRANTS AND A FROG ON A PARTIALLY DRAPED TABLE",,London,2019,True,True,"13,750 GBP",,Old Masters,STYLE: Private Collections,https://sothebys-md.brightspotcdn.com/dims4/default/c510c0e/2147483647/strip/true/crop/1732x2000+0+0/resize/2048x2365!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2Fcb%2Fd2%2F31fb439c495cbb9dd2e7bcc03b81%2F002l19305-8q9rj-framed.jpg
968,"ATTRIBUTED TO ROBERT FREEBAIRN, A.O.W.S. | A PAIR OF ITALIANATE LANDSCAPES",,London,2019,False,True,"7,500 GBP",,Old Masters,STYLE: Private Collections,https://sothebys-md.brightspotcdn.com/dims4/default/9eea0f8/2147483647/strip/true/crop/2000x1428+0+0/resize/2048x1462!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2Fbe%2Fce%2F7aedc1604be190f5cd3bc8d2dcb3%2F224l19305-8q8pz-1-in-frame.jpg
969,"ATTRIBUTED TO FRANCIS VAN DER MYN, ALSO KNOWN AS FRANS VAN DER MIJN | PORTRAIT OF MASTER J.W. WANLEY, THREE-QUARTER-LENGTH, HOLDING A BULLFINCH",,London,2019,False,True,"5,000 GBP",,Old Masters,STYLE: Private Collections,https://sothebys-md.brightspotcdn.com/dims4/default/087f73d/2147483647/strip/true/crop/1628x2000+0+0/resize/2048x2516!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F02%2F25%2F1227df1a42399b6f9c100e121843%2F227l19305-8q9rt-frame.jpg
970,"STUDIO OF WILLIAM HOARE OF BATH, R.A. | PORTRAIT OF PHILIP DORMER STANHOPE, 4TH EARL OF CHESTERFIELD (1694-1773), HALF-LENGTH, WEARING A RED VELVET COAT AND THE GARTER STAR",,London,2019,False,True,"1,500 GBP",,Old Masters,STYLE: Private Collections,https://sothebys-md.brightspotcdn.com/dims4/default/e9ceea3/2147483647/strip/true/crop/1637x2000+0+0/resize/2048x2502!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F84%2F85%2F7220fc4d4ef095a56df7dd1bf55d%2F136l19305-b6lyl.jpg
971,"THOMAS BARDWELL | PORTRAIT OF WILLIAM WENTWORTH, 2ND EARL OF STRAFFORD (1722-1791), IN PEER'S ROBES, HIS RIGHT HAND RESTING ON A TABLE BEARING AN EARL'S CORONET",,London,2019,True,True,"10,000 GBP",,Old Masters,STYLE: Private Collections,https://sothebys-md.brightspotcdn.com/dims4/default/e72d295/2147483647/strip/true/crop/1467x2000+0+0/resize/2048x2792!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F36%2F24%2F09b894cb4ad693dffea136b8a4a9%2F137l19305-b6lyp.jpg
972,"ARTHUR DEVIS | PORTRAIT OF A GENTLEMAN, FULL-LENGTH, STANDING ON A TERRACE, WEARING A GREY SUIT AND BLUE WAISTCOAT, A RIVER LANDSCAPE BEYOND",,London,2019,True,False,N/A,,Old Masters,STYLE: Private Collections,https://sothebys-md.brightspotcdn.com/dims4/default/3f9b16c/2147483647/strip/true/crop/1740x2000+0+0/resize/2048x2354!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2Fad%2F57%2F0ff5aa7244b3b063cdae52f71ab1%2F086l19305-8q9mr-1-in-frame.jpg
973,Sold Without Reserve | MATTEO DI PACINO | CHRIST AS MAN OF SORROWS (VIR DOLORUM) WITH INSTRUMENTS OF THE PASSION,,New York,2019,False,True,"62,500 USD",,Old Masters,Master Paintings,https://sothebys-md.brightspotcdn.com/dims4/default/8f23922/2147483647/strip/true/crop/2000x2000+0+0/resize/2048x2048!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2Fb2%2F93%2F198ab0ef426494915e9b5846ac27%2Fn10078-12-web.jpg
974,ATTRIBUTED TO HENDRIK VAN STEENWIJCK THE YOUNGER | ST. JEROME IN HIS STUDY WITH A LION,,New York,2019,False,True,"68,750 USD",,Old Masters,Master Paintings,https://sothebys-md.brightspotcdn.com/dims4/default/b5b0b04/2147483647/strip/true/crop/2000x2000+0+0/resize/2048x2048!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F82%2Fb4%2Fb31ce2884964a49787c20872b6b1%2Fn10078-30-web.jpg
975,ATTRIBUTED TO JOOS VAN CLEVE | PORTRAIT OF A LADY HOLDING A ROSARY AND A FLOWER,,New York,2019,False,False,N/A,,Old Masters,Master Paintings,https://sothebys-md.brightspotcdn.com/dims4/default/b2a923e/2147483647/strip/true/crop/2000x2000+0+0/resize/2048x2048!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2Ffb%2Feb%2Feba3870e4b1cb8a71835bac4be69%2Fn10078-18-web.jpg
976,COSIMO ROSSELLI | MADONNA ADORING THE CHRIST CHILD WITH TWO ANGELS,,New York,2019,False,True,"35,000 USD",,Old Masters,Master Paintings,https://sothebys-md.brightspotcdn.com/dims4/default/198ff1b/2147483647/strip/true/crop/2000x2000+0+0/resize/2048x2048!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F76%2F8a%2F47521ddb4ca7895242805cdc7e57%2Fn10078-42-web.jpg
977,"Sold Without Reserve | BERNARDINO DI BOSIO ZAGANELLI, CALLED BERNARDINO DA COTIGNOLA | MADONNA AND CHILD ENTHRONED WITH SAINTS MARY MAGDALENE AND CATHERINE OF ALEXANDRIA BEFORE A LEDGE, A LANDSCAPE B...",,New York,2019,True,True,"43,750 USD",,Old Masters,Master Paintings,https://sothebys-md.brightspotcdn.com/dims4/default/a7b6864/2147483647/strip/true/crop/2000x2000+0+0/resize/2048x2048!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2Fe0%2Fac%2Fc3026bc44a638f1d881d30283eff%2Fn10078-1-web.jpg
978,"39 CARLO PORTELLI | PORTRAIT OF A YOUNG MAN. BUST LENGTH, FACING LEFT, WITH A WHITE LACE COLLAR",,New York,2019,True,True,"15,000 USD",,Old Masters,Master Paintings,https://sothebys-md.brightspotcdn.com/dims4/default/e09fe23/2147483647/strip/true/crop/2000x2000+0+0/resize/2048x2048!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F63%2Ffe%2F79b6b6214e8f8fe49a99aab8c305%2Fn10078-39-web.jpg
979,"TIBERIO TITI | PORTRAIT OF A YOUNG BOY WEARING AN ELABORATE RED DRESS, STANDING NEAR A DRUM IN AN INTERIOR",,New York,2019,False,True,"18,750 USD",,Old Masters,Master Paintings,https://sothebys-md.brightspotcdn.com/dims4/default/75f8533/2147483647/strip/true/crop/2000x2000+0+0/resize/2048x2048!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F63%2F1a%2F7c917251412d8bd30e164d462fef%2Fn10078-40-web.jpg
980,"JAN BAPTIST BOSSCHAERT | A STILL LIFE OF FLOWERS IN A GILT VASE WITH A PARROT NEARBY, ALL ATOP A STONE LEDGE",,New York,2019,True,True,"10,000 USD",,Old Masters,Master Paintings,https://sothebys-md.brightspotcdn.com/dims4/default/eb7638f/2147483647/strip/true/crop/2000x2000+0+0/resize/2048x2048!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F4c%2F47%2Fdef0674a409fb8ea346683b34b2f%2Fn10078-47-web.jpg
981,WORKSHOP OF ANTHONIE VERSTRAELEN | WINTER LANDSCAPE,,New York,2019,False,True,"15,000 USD",,Old Masters,Master Paintings,https://sothebys-md.brightspotcdn.com/dims4/default/2abd95c/2147483647/strip/true/crop/2000x2000+0+0/resize/2048x2048!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F26%2Fb6%2F7874972f4fbb8b80f00c33a92d72%2Fn10078-32-web.jpg
982,"BAREND VAN DER MEER | STILL LIFE WITH A ROEMER, FRUIT, PORCELAIN AND A DISH OF OLIVES ALL ON A TABLE DRAPED WITH A CARPET",,New York,2019,False,True,"18,750 USD",,Old Masters,Master Paintings,https://sothebys-md.brightspotcdn.com/dims4/default/9e17069/2147483647/strip/true/crop/2000x2000+0+0/resize/2048x2048!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F3a%2F64%2Fe45210f842b28144f8d58eb3d440%2Fn10078-46-web.jpg
983,"ISAAK VAN NICKELEN | A PALACE COLONNADE WITH ELEGANT FIGURES AND TWO DOGS, WITH A VIEW OF A FOUNTAIN AND OTHER ARCHITECTURE IN THE DISTANCE",,New York,2019,True,True,"30,000 USD",,Old Masters,Master Paintings,https://sothebys-md.brightspotcdn.com/dims4/default/88dbbc4/2147483647/strip/true/crop/2000x2000+0+0/resize/2048x2048!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F4a%2Ff2%2Fc6aca68747f297bc70ec50720e41%2Fn10078-26-web.jpg
984,"LUDOLF DE JONGH | PORTRAIT OF A YOUNG BOY, FULL LENGTH, HOLDING A KESTREL",,New York,2019,False,False,N/A,,Old Masters,Master Paintings,https://sothebys-md.brightspotcdn.com/dims4/default/487f3ea/2147483647/strip/true/crop/2000x2000+0+0/resize/2048x2048!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F4f%2F5f%2Fc472b3d343ad8f3b845f5a62521d%2Fn10078-34-web.jpg
985,WORKSHOP OF JAN MASSYS | AN ALLEGORY OF CHARITY,,New York,2019,False,True,"40,000 USD",,Old Masters,Master Paintings,https://sothebys-md.brightspotcdn.com/dims4/default/bfc806b/2147483647/strip/true/crop/2000x2000+0+0/resize/2048x2048!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2Fd1%2F17%2F3b28f2e24d5b8f7628606dca9b6e%2Fn10078-45-web.jpg
986,"Sold Without Reserve | BONIFAZIO DE' PITATI, CALLED BONIFAZIO VERONESE | MADONNA READING A BOOK AND HOLDING THE STANDING CHRIST CHILD, WITH A LANDSCAPE BEYOND",,New York,2019,False,True,"212,500 USD",,Old Masters,Master Paintings,https://sothebys-md.brightspotcdn.com/dims4/default/753c024/2147483647/strip/true/crop/2000x2000+0+0/resize/2048x2048!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F96%2F15%2F10f28f42487bb3684f28717ca1b5%2Fn10078-15-web.jpg
987,"ATTRIBUTED TO MICHAEL SWEERTS | OLD MAN SMOKING A PIPE, WEARING A TURBAN, HALF-LENGTH",,New York,2019,False,False,N/A,,Old Masters,Master Paintings,https://sothebys-md.brightspotcdn.com/dims4/default/fa51a59/2147483647/strip/true/crop/2000x2000+0+0/resize/2048x2048!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F84%2F3a%2Fb352747945a2b4b95865aa225641%2Fn10078-24-web.jpg
988,ANDREA SOLARIO | CHRIST AT THE COLUMN,,New York,2019,False,True,"137,500 USD",,Old Masters,Master Paintings,https://sothebys-md.brightspotcdn.com/dims4/default/04d0d89/2147483647/strip/true/crop/2000x2000+0+0/resize/2048x2048!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F23%2Fd9%2Fc79df3d045f18f0728a752b85322%2Fn10078-38-web.jpg
989,Sold Without Reserve | GIUSTO DE' MENABUOI | TWO EVANGELISTS; SAINT GREGORY THE GREAT; SAINT JEROME; SAINT MARGARET OF HUNGARY; SAINT DOMINIC,,New York,2019,False,True,"375,000 USD",,Old Masters,Master Paintings,https://sothebys-md.brightspotcdn.com/dims4/default/b3235a7/2147483647/strip/true/crop/2000x2000+0+0/resize/2048x2048!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F4f%2F58%2F775dd4d945ebab5e4da14be7bf53%2Fn10078-10-web.jpg
990,THE MASTER OF THE FEMALE HALF-LENGTHS | A YOUNG LADY PLAYING A LUTE,,New York,2019,False,True,"237,500 USD",,Old Masters,Master Paintings,https://sothebys-md.brightspotcdn.com/dims4/default/420babd/2147483647/strip/true/crop/2000x2000+0+0/resize/2048x2048!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F1e%2Fbc%2Fc4a290e54248b52c041c59a08161%2Fn10078-23-web.jpg
991,"FLEMISH SCHOOL, LAST QUARTER OF THE SEVENTEENTH CENTURY | AN ALLEGORICAL STILL LIFE OF ARMOR, WEAPONS, INSTRUMENTS, VANITAS SYMBOLS, AND OTHER ELEMENTS AND FIGURES SET UPON A STONE LEDGE WITH AN OBELISK AND A CITY BEYOND",,New York,2019,False,True,"68,750 USD",,Old Masters,Master Paintings,https://sothebys-md.brightspotcdn.com/dims4/default/1210e3c/2147483647/strip/true/crop/2000x2000+0+0/resize/2048x2048!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2Faf%2F69%2Fb1ea918c42be945125a9de9d69c8%2Fn10078-29-web.jpg
992,"Sold Without Reserve | MARCHIGIAN SCHOOL, LATE-15TH CENTURY | CHRIST AS MAN OF SORROWS",,New York,2019,False,True,"20,000 USD",,Old Masters,Master Paintings,https://sothebys-md.brightspotcdn.com/dims4/default/0279d42/2147483647/strip/true/crop/2000x2000+0+0/resize/2048x2048!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2Fee%2Fcc%2Fb65b23fd46e2835fbef7e67e50c9%2Fn10078-3-web.jpg
993,"ANTWERP SCHOOL, CIRCA 1560-1570 | WINGS OF A TRIPTYCH: THE NATIVITY; THE ANNUNCIATION",,New York,2019,False,True,"11,250 USD",,Old Masters,Master Paintings,https://sothebys-md.brightspotcdn.com/dims4/default/fefb319/2147483647/strip/true/crop/2000x2000+0+0/resize/2048x2048!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2Fda%2F5b%2F7334f7d34b21ad9dc930eec71c39%2Fn10078-19-web.jpg
994,"JACOB VAN ES | STILL LIFE OF GRAPES, PEACHES, AND A WALNUT, TOGETHER WITH PLUMS IN A BLUE AND WHITE PORCELAIN BOWL, ALL UPON A PARTLY DRAPED STONE LEDGE; STILL LIFE OF HONEY MELONS, GRAPES, PEACHES, AND WALNUTS, ALL UPON A STONE LEDGE",,New York,2019,True,True,"56,250 USD",,Old Masters,Master Paintings,https://sothebys-md.brightspotcdn.com/dims4/default/38e96aa/2147483647/strip/true/crop/2000x2000+0+0/resize/2048x2048!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F93%2Ffa%2Fe8958e1b401c90e1fa190fa04885%2Fn10078-25-web.jpg
995,"ATTRIBUTED TO JAN FRANS VAN BLOEMEN, CALLED L'ORIZZONTE | ITALIANATE LANDSCAPES WITH CLASSICAL FIGURES AND HERDERS BESIDE FOUNTAIN: A PAIR",,New York,2019,False,False,N/A,,Old Masters,Master Paintings,https://sothebys-md.brightspotcdn.com/dims4/default/634ffb8/2147483647/strip/true/crop/2000x2000+0+0/resize/2048x2048!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F73%2Fb3%2F9627e1b84c28b2cb48eb44f23d45%2Fn10078-31-web.jpg
996,"CENTRAL ITALIAN SCHOOL, CIRCA 1510 | PORTRAIT OF A BEARDED MAN IN A WHITE SHIRT, BLACK DOUBLET AND BLACK CAP, BUST-LENGTH",,New York,2019,False,True,"106,250 USD",,Old Masters,Master Paintings,https://sothebys-md.brightspotcdn.com/dims4/default/e329b67/2147483647/strip/true/crop/2000x2000+0+0/resize/2048x2048!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F8f%2Fd9%2F6001f12e48ae851628f069e6dfd4%2Fn10078-41-web.jpg
997,"ITALIAN SCHOOL, 18TH CENTURY | PORTRAIT OF MICHELANGELO BUONARROTI (1475–1564), BUST LENGTH",,New York,2019,False,True,"12,500 USD",,Old Masters,Master Paintings,https://sothebys-md.brightspotcdn.com/dims4/default/a89606c/2147483647/strip/true/crop/2000x2000+0+0/resize/2048x2048!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2Fc1%2F66%2F914debbd428bb2ec9cb899b51022%2Fn10078-36-web.jpg
998,GODFRIED SCHALCKEN | THE DOCTOR'S VISIT,,New York,2019,True,True,"68,750 USD",,Old Masters,Master Paintings,https://sothebys-md.brightspotcdn.com/dims4/default/1f692c8/2147483647/strip/true/crop/2000x2000+0+0/resize/2048x2048!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2Fad%2F68%2F27062e1e4b22ab62a619b9a69f9b%2Fn10078-35-web.jpg
999,Sold Without Reserve | WORKSHOP OF THE ZAVATTARI FAMILY | SAINT JOHN THE EVANGELIST; SAINT ANDREW,,New York,2019,False,True,"23,750 USD",,Old Masters,Master Paintings,https://sothebys-md.brightspotcdn.com/dims4/default/0366a34/2147483647/strip/true/crop/2000x2000+0+0/resize/2048x2048!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F39%2Fba%2F75568b7a4b008a093d4ae8700d05%2Fn10078-6-web.jpg
1000,"Sold Without Reserve | MASTER OF THE SAN TOMMASO DOSSAL | THE CRUCIFIXION WITH THE ARCHANGEL MICHAEL AND SAINTS ELIZABETH OF HUNGARY, AGNES, CATHERINE OF ALEXANDRIA AND CLARE; THE 'IMAGO PIETATIS' WITH THE DONOR FIGURES OF A FRANCISCAN FRIAR AND NUN ON THE VERSO",,New York,2019,False,True,"200,000 USD",,Old Masters,Master Paintings,https://sothebys-md.brightspotcdn.com/dims4/default/4f0619c/2147483647/strip/true/crop/2000x2000+0+0/resize/2048x2048!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2Fe6%2F36%2F9fb6edd94b4997d7005cafde5b07%2Fn10078-8-web.jpg
1001,"NETHERLANDISH SCHOOL, 16TH CENTURY | VIRGIN AND CHILD IN A LANDSCAPE",,New York,2019,False,True,"50,000 USD",,Old Masters,Master Paintings,https://sothebys-md.brightspotcdn.com/dims4/default/2019ad1/2147483647/strip/true/crop/2000x2000+0+0/resize/2048x2048!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F7e%2F91%2F1c8922594ba8a9027c41edf02032%2Fn10078-20-web.jpg
